7564 2
44090 -3.249868 4.137898
46348 -1.803467 -27.136724
47864 -14.396237 -16.079021
51691 -14.585779 -16.385561
52808 -8.039639 -12.199989
56168 -14.401950 -15.790605
59914 -8.503469 -11.955107
72052 -2.588411 9.003990
74738 -8.519352 -22.926710
83606 -14.372347 -16.256376
95287 -7.512587 -12.243552
96543 -7.815790 -13.374393
97800 -8.147724 -12.130260
97822 -14.508002 -15.938004
79798 -3.152669 -20.850605
6425 -3.074026 -20.967161
72230 -3.116418 -20.896662
84808 -3.341538 -20.265421
95499 -9.796351 -1.276692
3288 -8.618339 -26.005623
33823 16.212547 1.703247
94464 2.000373 -24.236120
50925 7.042439 3.700021
86430 10.907192 -8.233404
10988 -11.450201 -12.149256
33629 -16.552418 -11.086887
38274 0.506058 -8.773696
77375 -5.736568 2.138528
78200 -11.256020 -11.958132
87124 -9.062777 -12.789206
107170 -9.895412 -12.254254
27847 -4.953441 -7.431735
69175 -6.452795 -1.882672
51751 -4.116156 5.372586
65201 -4.217856 5.915332
13570 -7.255547 6.380168
20392 -6.033483 5.709079
65358 -5.964119 5.029006
99143 -6.920835 6.066604
19170 1.649136 -0.209146
80781 5.385681 -0.720372
98431 -0.294561 9.723876
41324 4.209465 -1.544451
33666 2.287524 4.010424
42127 2.294916 4.009231
14470 -9.546699 -4.645463
22245 -0.110320 -20.161158
85888 0.112580 1.354722
70688 -1.395918 5.547492
23791 -1.362807 5.610074
99720 -1.437211 5.718149
100710 -2.901828 3.739254
26756 1.219802 -17.391380
47038 1.125708 -17.709633
64853 1.045851 -17.430471
75590 1.203374 -17.372873
86626 1.267034 -17.229240
10864 -6.277649 -6.616698
75148 1.128911 -5.217982
106383 -4.758864 -5.079069
830 -9.257685 3.990005
17436 -9.153001 4.005481
67035 -9.595304 3.872883
3209 11.671083 2.552092
90274 1.477648 1.133734
93395 1.478104 1.104288
75433 3.731873 -25.190273
243 9.014752 -1.570429
4394 0.087946 -12.242681
33643 0.039930 -12.237192
47005 -18.716110 -9.598360
69497 0.073017 -12.266254
38372 -1.311027 7.435870
89102 4.747389 6.394149
90810 5.567966 7.953949
102669 0.127728 -4.889042
38181 0.526444 -6.627285
43029 -1.585744 1.168704
60359 -1.657894 1.155884
94433 0.002384 -10.928296
99095 -1.692003 1.169957
104077 -0.032452 -10.918680
7117 -10.245559 -0.969081
13146 -10.219580 -0.865333
3263 -8.289909 -10.048136
14378 -3.324357 -23.727686
14729 -5.825570 -9.532818
15999 -7.701084 -12.231167
30729 -8.023479 -9.976573
37945 -2.833995 5.491763
38007 -8.115726 1.875003
38643 -14.726066 -21.298632
43805 -8.082500 -9.996397
46581 -7.565908 -10.547305
51291 -9.181486 -11.803139
52102 -16.876871 -1.363758
61762 -3.560441 -23.863184
66615 -7.973210 -10.008802
78463 1.051925 -5.245267
78992 5.399523 -10.355191
96048 -7.798982 -10.326113
99090 -7.916039 -10.056181
100784 -8.632891 -9.617097
33999 -7.972686 -20.143322
85725 4.087286 -13.312549
10425 2.139320 -6.655870
25842 14.763433 -4.801911
31988 -6.800592 -4.166030
35081 -7.251198 -4.054456
36853 -6.932304 -4.059215
100615 14.640992 -4.906199
6330 -3.291230 -11.449592
9021 -4.016495 -12.279050
9029 -3.233497 -11.359632
16194 -4.027103 -12.322978
30621 -3.410501 -11.400769
42086 -2.483867 -10.829805
42823 -14.169804 -12.264127
43859 -0.878553 -18.546661
51089 -14.058489 -12.248313
52928 -11.215748 -1.959348
65806 5.693960 -18.468044
87075 -3.290902 -11.354700
89492 -4.675467 -12.438488
97558 -4.015959 -12.223902
101782 -5.616905 -10.602661
104712 5.710458 -18.527775
32231 -0.930489 -19.087894
33342 -13.611854 -1.964482
41660 -0.932214 -19.093481
50337 -0.958484 -19.069939
50842 -0.904337 -18.536016
57359 -13.733641 -1.999303
62783 -1.302387 -15.514424
64983 -2.184150 -23.932163
70213 -13.756927 -2.057996
75723 -18.440380 1.093742
79645 -1.070431 -18.382765
84524 -0.981700 -19.135189
98763 -1.396910 -15.703835
103724 -3.366818 -4.068391
31614 -1.604782 -12.219120
70122 -1.383881 -15.402959
77032 -1.726850 -11.662718
85988 -1.747332 -11.880383
61586 3.675648 -25.292370
23552 -6.734881 -4.027564
52749 -5.926005 3.752606
21875 -5.876422 3.865315
24177 2.842492 -2.810383
103868 2.729110 -2.802471
68523 -2.373320 -1.394691
80977 -2.396924 -0.979804
86157 -10.013355 -0.926880
14383 3.741870 -20.375761
36977 4.312884 -19.770350
103940 -1.984267 -20.429213
54900 -1.359308 -8.709779
9535 -7.543745 -2.766732
19029 -7.542578 -2.771570
25757 -7.493574 -2.751750
28970 -7.520955 -2.763752
47961 -7.575089 -2.758906
68526 -7.518830 -2.762326
71944 -7.549960 -2.774764
82388 -7.543743 -2.778111
90914 -7.514215 -2.788564
106714 -2.577623 -14.402398
78495 -18.015467 9.391517
28263 4.344931 0.309799
33977 4.633792 0.121401
98642 -11.614274 -24.114683
108277 4.297125 0.398092
10834 -5.345004 2.260019
53687 -1.257610 6.028409
79735 -5.924666 -0.010229
18324 8.515070 -7.166900
24047 8.868268 -6.930700
84105 8.583189 -7.181833
98126 8.572927 -7.254222
96300 -8.355309 2.159562
60624 1.145028 1.927045
70155 0.105671 4.046619
80150 0.964470 1.803562
82893 -4.872603 3.562198
7372 9.873296 0.338340
11248 -17.131504 -20.613752
12254 -13.685195 -6.713556
18736 0.935540 -10.952989
19667 1.048630 -10.765800
22588 -2.964782 -6.832888
38569 -17.150854 -20.653654
53233 -17.147680 -20.628708
57626 -7.031875 -14.178474
58788 1.017039 -10.802269
70935 -17.108419 -20.595884
84503 -16.295824 -21.935980
92696 -7.046175 -14.211205
92777 -17.148840 -20.634502
95461 -17.129841 -20.632206
100293 5.454564 -1.357699
102288 -17.071430 -20.615763
103682 -15.384330 -20.522007
103690 -6.991544 -14.106039
103886 -17.131311 -20.634033
106629 -17.127729 -20.630850
107491 0.798731 -10.709159
34126 -1.673214 -11.384579
87443 0.394020 -8.247580
24419 6.096847 -1.835722
101831 4.723104 0.334026
82880 -25.683340 -8.598926
3360 -25.650331 -8.534699
5278 -25.753832 -8.611617
20059 -25.593317 -8.611580
20824 -25.806105 -8.622755
23848 -25.653358 -8.607098
31559 -26.018795 -8.489825
36306 -25.609152 -8.563234
49585 -25.598524 -8.649403
50685 4.499740 0.030814
68839 -25.436548 -8.408419
73270 -25.565849 -8.553287
81394 -25.665195 -8.641666
82716 -25.486223 -8.483553
86451 -25.634470 -8.569842
88184 -25.533205 -8.443237
92908 -24.715115 -9.238275
59889 6.194676 -13.546287
88895 -0.820283 7.569094
96448 -1.137967 7.415706
6220 10.102509 2.039354
86403 -3.942075 1.197061
94458 -5.759970 8.018324
94496 -3.703902 6.536639
4266 3.883158 -8.484177
36595 3.830732 -8.435538
43133 -25.586285 -8.668065
62685 -13.881315 -8.121195
102493 2.747459 -9.341978
34064 0.115033 -9.027331
69989 7.204238 -2.445570
96790 -5.106455 -15.534253
33294 -11.163334 -1.858656
54486 -11.153735 -1.851221
101218 -5.387553 -15.295352
23620 10.004519 -0.158378
36808 -12.359682 -8.465335
45887 7.280213 -4.806557
46592 1.302575 -3.173921
47557 3.250638 7.390524
48204 -6.211985 -9.046107
80803 -5.703251 -11.062799
92984 -12.752425 -22.617575
97797 -6.634296 -19.975529
17001 -10.341397 -19.938837
46333 6.344701 -17.483391
47815 -7.121880 -8.833109
66215 -7.168044 -8.915850
85815 3.494928 -18.745180
22498 -13.528238 -19.299000
42169 -10.208505 0.706371
32707 5.153801 -6.220199
53228 5.152664 -6.173867
63370 -10.714293 -6.914482
99751 5.276971 -7.102536
26872 5.700899 -5.874320
3673 1.645255 -3.547882
35087 7.373417 -2.040277
55022 7.206780 -2.340612
60261 7.217979 -2.339967
61038 -20.789877 14.500851
78727 7.963766 -2.451682
95066 -11.762298 -10.370582
100804 7.207033 -2.310192
39042 -23.909857 -9.766962
74437 -23.902279 -9.784508
85876 6.994771 -2.968148
70862 -10.724434 -22.524549
21935 5.342219 -4.982527
57516 -17.432045 8.688273
2836 -6.432807 -21.787493
31208 9.490064 -9.932083
72372 8.910048 -4.373646
93970 8.059585 -8.036363
94775 -18.177004 4.230290
31890 3.535804 -3.966393
79017 -12.287890 -23.364933
5910 -5.366695 -12.407372
41113 -3.813211 -10.305444
95142 -6.178689 -1.535498
96014 -8.063058 -20.146036
100558 -8.086068 -20.211302
95001 -3.446898 -23.766336
100893 -3.171723 -23.737591
40404 -3.905345 -15.571343
65281 -9.083674 -20.489901
87736 -3.953593 -16.833433
34257 3.402886 5.196620
58070 3.975298 4.927367
7745 -2.072535 -0.003282
100533 11.272743 -14.412388
48920 -4.222658 2.475661
106230 11.219157 -14.399557
40396 11.015308 -14.387278
74980 -1.427925 5.833610
78563 5.650624 -7.568584
66952 -6.428668 -20.331966
91838 -5.956962 -20.510078
31620 3.843903 1.935809
39634 -14.654643 -21.202854
51995 9.112322 -5.135270
57348 3.944279 1.865075
95445 -6.671659 -12.069410
19280 36.994408 -17.211975
41272 37.002285 -17.208042
42420 37.127991 -17.079905
47746 37.006306 -17.203711
52150 37.001133 -17.209045
56858 37.012028 -17.198130
59083 2.980691 -2.468287
63581 37.002796 -17.207239
93285 37.122204 -17.085869
99767 37.001114 -17.208961
102685 36.984699 -17.225851
7065 10.273812 -5.948430
22431 9.539037 -6.524736
33938 2.547786 -2.724116
26019 2.695588 0.170233
43802 2.523545 -0.623733
93445 2.440577 -0.012576
93447 2.250020 -0.402937
101967 2.770751 0.090976
90260 5.381465 0.795443
28845 -26.775627 -7.712752
72855 -26.767553 -7.748022
42895 -7.533360 1.165514
69843 -7.586358 1.257141
1721 -8.876060 -25.391035
3047 -8.882062 -25.431425
7464 -8.794082 -25.494453
51636 -15.744309 -22.481493
76438 0.571320 -10.295970
98029 -8.758109 -25.509373
25164 -8.632494 -26.103205
41240 -5.601050 -23.595875
65868 3.003808 -12.383483
72143 -8.701071 -26.076540
73855 -5.529491 -22.887703
75708 -8.650048 -26.007420
78207 -5.498221 -22.466202
81127 2.983988 -12.288550
84450 13.179216 -14.790222
107914 -8.648657 -26.019756
8750 -14.033751 13.727745
12009 -8.976365 -25.200951
39815 -7.365181 0.683126
62909 7.732852 -11.784932
66487 -7.608397 0.408109
80915 -8.586683 2.113575
97476 12.671103 -8.873919
2075 -4.894851 5.408539
21024 -6.076281 -0.637780
21088 -6.089717 -0.557047
28752 -5.468462 0.080043
70428 8.515964 4.057391
70440 -5.772122 -0.393652
84628 3.496856 -15.654170
92060 -6.005897 -0.567480
92274 -6.105819 -0.429957
104501 -10.909598 6.334516
104736 -6.462744 -21.720402
2337 -9.870030 -16.197081
23948 -11.225962 -21.885712
67358 -6.837839 -24.284307
21899 0.055759 -2.154362
53457 -0.362514 -1.323924
6247 2.604399 -8.733085
8688 -18.096542 4.271287
29716 -18.725447 -5.204798
33511 -5.529043 -9.559360
36064 -18.711506 -5.193676
37401 -18.703167 -5.189941
38917 -18.730938 -5.176031
43619 -1.705895 -18.320066
49523 -18.732302 -5.201855
63102 -18.693707 -5.207020
68543 -18.772575 -5.116044
73926 -18.458584 -5.567383
102994 -5.410472 -12.445623
105209 1.077969 -3.950562
17845 -0.159428 10.234331
18447 -0.204518 10.166718
67890 -0.179450 10.242850
814 -4.765955 -16.581804
16453 -0.138255 -22.633827
31781 -0.477422 -22.282629
35306 -0.645155 -22.015926
39302 -4.653641 -18.452919
39850 -0.587118 -22.117990
57375 -0.677052 -22.297043
57563 -0.522155 -22.212006
67687 -4.694081 -18.446430
69495 -0.556541 -22.041094
72244 -0.426982 -22.286243
28885 -7.413793 0.873204
34248 -3.235417 4.362410
58143 -4.326730 5.390563
39276 -7.876105 -6.514813
56754 -7.895602 -6.455844
59885 -6.902024 -2.185959
31128 -6.420783 17.822279
82431 11.998476 -3.422132
16281 4.399672 -11.566315
26274 9.975025 -2.942770
1217 10.008240 -3.026550
6609 10.022847 -3.034910
9108 9.953006 -3.078110
23804 10.003654 -3.033995
29404 2.937543 0.126570
36287 1.474043 -1.878212
89689 10.015664 -3.037158
101950 10.233057 -2.908593
107911 10.016601 -3.058978
48964 3.025636 0.212060
19536 11.425315 -8.080503
31824 11.441322 -8.008586
38760 4.272868 -1.027077
101550 11.284955 -8.059815
10312 -4.454917 -27.742559
78952 -5.205003 -20.624268
80567 -13.320040 -7.191295
89830 -13.920852 -7.700589
100136 -4.963568 -20.650354
18126 11.150896 -0.148426
19097 -3.082273 1.504773
13929 5.769076 8.352462
17556 1.165712 2.190248
69319 -3.267505 0.499970
50089 -6.090585 4.024155
23660 11.170069 0.013196
49388 11.154035 -0.070432
60346 6.151021 -2.864298
84672 6.063637 -0.747845
98973 3.648565 1.572576
37283 -7.612553 0.299377
3811 -6.455901 -21.661213
18439 -5.978323 -6.619805
38115 -7.187187 -21.912029
38788 -6.326513 -21.678925
68560 -6.649029 -21.796684
100753 -6.352025 -21.573215
59956 -0.884346 4.660628
60594 -0.866325 4.455482
104927 -4.607768 4.504734
21613 -21.902185 -20.171333
88144 3.956589 -3.180283
8470 -11.809906 -12.499475
96588 -11.752868 -12.608185
54593 1.400190 -0.811117
63795 1.459079 -0.164412
34552 -11.358821 -11.888247
36902 4.028142 -8.842793
51425 -11.211788 -11.807593
97499 -11.218549 -11.847300
99994 3.908567 -8.743015
106127 -9.730018 -12.319852
72792 11.187396 -2.855001
74082 7.467522 6.677668
75072 3.133386 -2.715414
74344 -9.392936 -1.090400
70704 -2.219321 -10.176902
30286 -2.267350 -10.140644
100165 -2.250093 -10.218335
86261 -6.091810 3.561262
44512 -6.298829 3.470591
74422 -8.764594 2.379880
5952 -6.362713 5.338952
31567 5.514569 -1.328216
42610 5.502460 -1.289998
44291 5.527546 -1.338831
45448 5.513724 -1.326212
47576 5.491522 -1.305713
98242 5.479530 -1.381742
17052 -10.066908 0.922346
18480 -10.022630 0.871894
47698 3.254811 2.761451
4555 3.278917 2.782957
40646 -1.858320 -8.186534
7597 -8.278755 7.810765
12704 -7.832870 7.688300
2801 -0.294554 9.852340
12930 -0.238384 9.895526
78189 -13.872629 -12.593122
9597 -14.122866 -12.479038
10804 -13.811619 -12.692103
10234 -13.799568 -12.568348
12989 -2.036215 -10.540900
16605 7.796009 -8.816902
22480 -14.262897 -12.159193
38939 -14.423833 -11.891971
51948 -14.201371 -12.198915
79332 -14.217851 -12.187590
93178 -19.532446 -13.640697
31681 2.888504 -2.771785
19664 7.849260 -8.215183
35629 7.781665 -8.645650
40558 8.260824 -10.083559
43040 8.037113 -8.941896
48626 18.223015 -4.398380
105787 -4.548372 -21.264967
20038 -5.081000 -16.351547
51483 0.544035 -10.264662
88517 -6.483639 -16.128309
92866 -0.842492 -10.670581
95457 0.560486 -10.237947
104662 0.517645 -8.972904
107025 0.023580 -10.802965
11775 4.199277 0.208935
94994 -5.005705 12.481424
10877 -11.334950 -25.129057
31139 -11.527779 -24.115486
59460 -11.531435 -24.144520
60838 -11.568562 -24.056696
74999 1.161564 -0.608314
32883 2.043535 1.643676
55120 -1.357487 -18.225105
22871 -17.375650 -1.495870
27982 0.429925 0.566810
48887 -17.400660 -1.543628
10537 -18.424412 -1.760604
35271 -20.327505 -2.022786
63120 -20.328938 -2.012406
84769 -20.706751 -1.806072
61572 -4.962059 -24.503077
20858 -6.463709 -6.891502
35096 -6.516252 -6.886055
69246 -6.236200 -6.756659
24149 -0.997299 5.316487
37052 3.345928 5.498979
40747 4.327891 3.841442
64845 -0.698663 5.051459
84609 -0.565934 5.026646
73048 10.640365 -15.875049
17873 -3.186089 3.369368
66597 -8.150616 2.355735
6834 -12.589918 3.793709
9629 -12.557285 3.760239
25141 -12.566715 3.767404
77194 -12.550861 3.744395
30923 1.808359 0.399855
55993 1.770042 0.385937
60356 1.817013 0.388035
60636 1.662263 0.332411
76732 1.267170 0.361986
89677 1.713450 0.346524
100545 1.313610 0.437251
107589 -18.048830 4.096446
56417 1.369212 -2.911649
44365 4.456120 -17.269463
6503 3.911285 -17.605247
34659 -9.879046 -20.561047
37279 4.428967 -17.348495
40626 5.169358 -17.009195
50437 7.742137 -12.750682
59822 4.985439 -16.922651
67994 -11.882640 -13.903328
94039 -11.343745 6.580918
37420 -13.496375 -3.878626
48288 -13.952183 -3.699833
75238 -14.044723 -3.554312
98752 -9.981788 -7.814439
27397 -12.431849 -8.937518
34233 4.278662 -1.268583
35918 4.305191 -1.463843
35994 -14.585011 -11.741293
94443 0.449946 -8.378632
99000 1.869447 -16.220783
4915 -2.880906 8.462992
17717 -16.306585 3.413545
69888 -16.686253 3.784991
8049 -2.143550 -1.992289
92408 -2.148681 -2.217198
62891 -0.762498 -13.274982
2 -14.058260 -7.981286
35601 -14.139943 -7.957942
47163 -7.563059 -21.786060
4623 -6.815191 -24.263508
4971 -13.829412 -2.101557
90477 2.280033 -24.873537
51282 0.804865 -6.799100
6727 0.855275 -6.862943
15041 0.887780 -6.844566
28128 0.872586 -6.877709
31308 0.842223 -6.859561
54520 0.883557 -6.977972
56124 0.861177 -6.867087
64892 0.842577 -6.843499
36521 -0.899210 -1.217563
69200 -0.930611 -1.220979
75909 -0.883226 -1.189526
90072 -0.316111 4.017139
90301 -0.953291 -1.171571
105181 -19.151775 -13.232425
74969 -0.992367 6.080493
73220 -12.418728 -15.574244
17177 -6.342375 -12.832377
23722 -15.792731 -8.086764
24454 -12.223971 -15.668351
30445 -15.396621 -8.382695
38211 -11.233091 -14.183874
52736 -12.443866 -16.101358
89723 -9.952162 -7.902799
105812 2.761199 -1.320234
31609 8.027409 -8.464664
86594 7.753886 -8.721329
88450 8.163946 -8.151623
102166 8.182450 -8.257332
32062 8.639894 -10.315796
37544 8.764235 -10.115836
39464 8.781406 -10.118047
39508 8.575385 -10.206362
50404 8.765846 -10.108473
69483 8.764754 -10.078127
77707 8.550992 -9.640770
4768 -23.908758 -6.323442
41884 -23.914465 -6.312158
18009 -10.009343 0.956730
29102 -10.133151 0.878976
91253 -10.119790 0.892529
73288 -14.815537 -11.783608
44396 3.927025 1.211578
2322 -2.211750 5.810237
12069 -27.388218 -7.311451
106355 10.625250 -6.148849
51444 3.452398 5.221428
3962 8.029771 -0.963699
19864 9.094224 -5.087400
48743 4.538734 4.625041
64449 4.566971 4.582474
83341 7.926159 -1.102923
58223 3.380263 5.456422
20509 -1.352905 4.147044
79473 -1.192013 3.978449
1375 -27.443903 -5.364157
2365 -27.485575 -5.402501
42722 -26.664299 -4.695572
54657 -27.488817 -5.413978
62438 -3.476131 -1.482979
4335 -9.370321 0.388709
23483 -8.039372 0.610039
51000 -7.975742 0.381626
72169 -8.151042 0.711318
76696 0.188912 -8.925835
61156 -0.383761 9.696784
41823 -1.827801 1.296225
58801 -1.800055 1.291978
421 10.994268 9.218454
6186 10.995469 9.220659
27467 11.007597 9.233288
32938 10.996411 9.221878
37570 10.996155 9.220877
49612 10.994881 9.219753
60038 10.991330 9.215462
63031 10.963934 9.188896
80320 10.995093 9.225097
95217 11.006426 9.232241
99880 10.990294 9.215902
103198 10.999772 9.224734
106466 -4.520322 7.101069
7350 -4.797666 6.878491
101860 -4.562408 7.122591
19968 -10.205543 -30.487280
53550 -10.218858 -30.535631
63167 -10.221391 -30.535984
91488 -10.225493 -30.545279
10164 -22.412241 -4.160925
23559 -22.435177 -4.150828
5412 4.574382 -11.685807
6827 4.596487 -11.536071
36652 4.566916 -11.684996
63269 4.609487 -11.668179
84388 -4.163110 9.430251
99281 4.579749 -11.509145
7756 -4.653569 7.138139
34876 14.733517 -5.405849
40869 1.937079 -15.030151
93600 6.143390 5.669713
37742 -5.400865 11.158910
60129 -2.102671 -5.506873
18734 -12.372633 -12.258740
25307 -7.409208 -10.974857
39138 -7.043808 -11.089882
47195 -6.546013 -12.268947
17477 -3.675935 5.004056
36788 -3.302872 5.177656
83413 -3.705724 9.089417
4932 -5.349044 11.957173
55114 -5.213945 12.306503
56033 6.038596 1.170704
2233 -1.215360 -1.850348
82556 3.556376 0.252578
79634 -5.193715 6.877455
23444 -5.017308 6.886618
96784 -5.317028 -12.554234
106442 -27.439875 -6.828022
10494 -4.619417 -13.825955
35281 6.279038 -1.976112
43379 0.953306 2.989054
49137 6.265966 -2.000664
50885 -3.829694 -10.437300
72195 6.230568 -1.972338
82932 6.082987 -3.015037
86832 6.196374 -2.990157
87095 6.457969 -2.769401
4978 4.216509 -13.197022
8079 3.602930 -12.709626
44149 3.575900 -12.688113
50632 3.573398 -12.684841
101953 3.641828 -12.728712
40791 -12.011176 -23.208216
47113 -12.431673 -23.476486
58164 4.673532 2.117227
84079 -12.403803 -23.357962
91051 -12.393064 -22.853588
103420 -9.385157 -16.966261
47296 -2.010026 -0.149083
51540 -1.624766 0.540196
75332 -2.447938 -28.599108
84031 -2.574417 -28.893457
99977 -2.542908 -28.343311
282 -3.596591 1.168624
20965 -3.368558 0.594118
41072 -2.889024 0.637919
49548 -1.827143 3.116108
15630 3.404176 -17.472342
21786 3.618000 -17.695322
82339 3.470718 -17.586485
90084 3.970341 0.526056
64745 -12.692551 -8.855940
47269 -12.443108 -9.061264
26328 8.494232 3.979248
1766 -14.098284 -3.499673
12964 -14.097507 -3.553826
29033 -14.096010 -3.508275
40546 -14.135816 -3.529027
45552 -14.130692 -3.496597
59247 -14.121322 -3.519863
64278 -15.603826 -2.928946
99553 -13.791066 -3.696131
96518 -6.302345 -0.299685
285 4.477181 -11.725549
8558 4.711452 -11.947194
81279 4.652349 -11.925044
64114 0.634313 3.616879
95183 0.957520 3.735991
81925 -4.487743 -0.295800
3007 -9.484942 -4.669630
2979 -2.251565 9.244274
30845 -2.193172 9.206857
31546 -2.330453 8.709134
33302 -2.260646 8.768441
36933 -2.265883 9.259842
55027 -2.408043 9.072443
72672 -2.315525 9.063221
73069 -2.315996 9.062063
74610 -2.272908 8.765736
96069 -2.269145 9.264828
104367 -2.191855 9.266253
10648 -5.888177 1.783103
41769 -1.615568 6.128561
51711 -1.453126 6.182007
1713 -2.719878 8.401608
2611 -3.462656 8.846817
3661 -2.287344 9.068867
17753 -1.109331 9.213863
30234 -3.345634 9.162986
55983 -1.060215 9.517283
66323 -3.626109 9.159868
72591 -2.269150 8.962841
77861 -3.500156 6.623684
85400 -2.278720 9.015450
91447 -3.464622 9.071996
48968 2.100246 -6.834291
21374 5.157620 -5.498532
29787 13.974167 -10.125833
50106 2.265771 -6.474849
57607 -13.103744 -13.338137
62528 1.569222 -2.080717
69278 -0.535185 9.741984
74797 2.218680 -6.578573
77156 2.226385 -6.587002
78481 -2.065742 -27.370018
104728 -1.979157 -27.300556
3698 -3.057423 3.600230
20714 4.116396 -13.309539
92480 4.225287 -13.321125
9714 1.950499 2.724227
59745 -17.353958 8.582712
8632 -17.466558 8.719915
43374 -17.285700 8.513089
49932 -17.484388 8.771856
74459 -17.347141 8.506632
89034 -17.336668 8.570871
14344 -7.368365 1.324267
19522 12.132826 1.923291
22904 12.156898 1.930263
29682 12.103716 1.908899
35215 -20.304792 -2.024787
57191 0.186915 -22.913147
72079 2.794465 12.525416
78108 12.162642 1.963671
85786 0.198173 1.184269
88455 12.137400 1.954897
30400 6.095165 -3.866630
59710 -10.353078 -0.732264
80062 -10.457957 -0.651579
92801 -10.341691 -0.805632
92298 -9.896895 -1.172430
364 1.510797 -4.558835
11578 5.526017 -10.000335
24396 5.460155 -10.069158
30836 2.139165 -4.697962
34524 7.053333 -4.817684
38393 1.606391 -4.699466
43561 5.476884 -10.104047
56211 5.500711 -10.195238
68582 5.441232 -10.109329
73771 8.063605 -2.493423
78290 5.489428 -10.026207
88472 1.522755 -4.597627
91946 5.468706 -10.021107
103891 1.524838 -4.620949
107302 1.617941 -3.563586
50069 -0.242018 2.340147
30277 -3.993924 1.186045
93645 -4.338614 0.983398
5857 -0.617291 5.131737
10663 -7.300323 -1.178354
44349 6.836321 -11.587605
69712 6.846972 -11.596248
84309 -4.298051 11.329067
86054 5.798639 3.628878
32903 1.510216 -18.388109
46917 -9.739660 -14.959088
61800 -14.555540 -5.210732
13605 4.102471 3.342805
14134 4.395395 3.488679
88817 0.739031 -0.163988
32366 4.283642 3.666447
53187 1.006077 -17.422886
7320 -6.822890 -24.304138
11876 -6.816320 -24.286562
24499 -6.817905 -24.289547
24993 -6.818711 -24.281124
42259 -6.454851 -23.836754
50302 -6.784384 -24.248867
55610 -6.806419 -24.273947
92578 -6.797011 -24.278292
106676 -6.807202 -24.276117
18399 -4.470677 9.802534
31803 -4.257981 9.833024
51859 7.280095 1.213180
63924 7.306483 1.244469
92827 -4.236653 -1.318981
76443 -18.309145 4.140310
30559 3.219977 -12.090289
39064 -8.157905 -20.729216
12961 3.076230 7.492215
6696 -8.978538 -19.745783
7851 8.238935 -7.928350
10504 8.281765 -7.954404
42102 8.232928 -8.132868
56065 8.439736 -7.642403
81080 8.349108 -7.647864
66503 0.227340 3.941270
82350 0.451696 3.484460
10496 -3.091658 -11.353795
20336 12.015652 -3.854391
21730 12.034263 -3.836942
28328 -3.041331 -11.281011
33745 11.750265 -3.831177
49144 11.587070 -3.783962
89734 12.043930 -3.851593
92973 -2.939764 -11.236393
96287 11.878613 -4.324634
85497 3.277670 -1.965695
33246 10.127051 1.984935
48450 -12.375584 -9.270021
67281 -8.962388 2.327570
78330 -8.931927 2.313104
84634 -6.759190 -33.250492
84677 -14.808926 -7.126139
96813 7.056679 -16.916531
17304 -3.791764 -19.926460
37549 -3.366938 -19.795313
44130 -3.505243 -20.039864
55072 -15.639185 -2.934891
59327 -15.472949 -2.732671
72968 -15.669834 -2.929662
83295 -5.023381 -17.701239
89157 -3.409839 -19.780642
102954 -3.375244 -19.800785
52061 3.689032 0.257129
63867 3.098617 11.061310
55014 16.064880 1.588521
70063 3.484661 9.646267
98609 3.050591 11.699245
12428 3.534179 9.618204
18379 3.521802 9.619308
39449 3.535727 9.593573
73505 3.432887 9.487079
92211 3.520696 9.602901
413 16.060286 1.581315
19270 16.091053 1.592999
26787 16.056517 1.567268
76280 15.981689 1.512778
76570 16.126331 1.625481
79178 16.088266 1.591863
80025 16.057959 1.566158
90166 16.080256 1.585714
98418 16.071169 1.575598
105642 -4.910603 -0.788995
83338 -4.937932 -0.699535
66014 8.174275 -11.830972
43095 -3.143757 4.057746
9451 -9.996223 -12.173227
23095 -3.835117 -16.621353
35760 -9.962352 -11.951852
45115 -10.479465 -12.687550
48104 -4.439800 -14.894162
51937 -4.196343 -15.717432
59552 -9.609056 -12.380383
62845 5.449193 -10.303176
77933 -10.089567 -12.603541
78540 -9.834587 -12.328618
94969 -4.266424 -15.601031
97677 -9.946042 -11.969560
44758 -4.174031 -15.627764
62897 -4.310576 -15.541626
86136 -4.205060 -15.696861
2012 -2.510871 -27.529642
4579 -2.221128 -27.461563
40203 -18.926670 -13.076956
50550 -10.101064 -11.390864
79936 -20.143015 -8.551115
83314 3.052022 12.225205
86211 -10.194858 -11.288328
86298 -20.278927 -8.470844
60909 4.308960 3.666789
78012 -1.187332 6.112367
84250 -7.613226 -21.641182
4275 -17.207985 -11.775334
58653 -17.243423 -11.779909
102426 3.418430 2.627656
54618 -3.460216 4.939904
4652 -17.099546 -1.462356
20179 -17.038124 -1.571657
26583 -17.014729 -1.561381
30418 -17.024839 -1.564713
57169 -17.105766 -1.449175
74891 -17.165182 -1.451580
84944 -17.139431 -1.437053
90494 -17.113983 -1.453542
18156 -13.796966 -2.098264
67517 -13.961186 -2.025598
72947 -18.080015 4.294497
20743 -16.378893 -11.140816
33995 -15.514350 -21.993940
35816 -15.480912 -22.008190
35862 -15.407214 -21.856346
36288 -6.297263 -12.837975
39925 -15.526705 -22.061033
51090 -6.289895 -12.817183
69531 -14.744630 -21.237621
78104 -15.376105 -21.778160
79950 -15.449579 -21.967358
